Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
2021-12-22,48887.59000000,49576.13000000,48421.87000000,48588.16000000,27004.20220000,2021-12-22,1322418595.33372950,949480,13402.54963000,656467230.75630970,0
2021-12-23,48588.17000000,51375.00000000,47920.42000000,50838.81000000,35192.54046000,2021-12-23,1738129830.78145220,1176050,17397.67034000,859605116.67975700,0
2021-12-24,50838.82000000,51810.00000000,50384.43000000,50820.00000000,31684.84269000,2021-12-24,1618089927.28100640,1075177,15108.36362000,771557283.62606790,0
2021-12-25,50819.99000000,51156.23000000,50142.32000000,50399.66000000,19135.51613000,2021-12-25,971491029.13082400,766979,9928.30266000,504102529.52889820,0
2021-12-26,50399.67000000,51280.00000000,49412.00000000,50775.49000000,22569.88914000,2021-12-26,1132200241.56241820,797133,11285.69707000,566374786.71606860,0
2021-12-27,50775.48000000,52088.00000000,50449.00000000,50701.44000000,28792.21566000,2021-12-27,1472065236.01171930,1009411,14436.09322000,738369203.33215690,0
2021-12-28,50701.44000000,50704.05000000,47313.01000000,47543.74000000,45853.33924000,2021-12-28,2242102220.93100330,1345774,21743.17013000,1063171693.15356250,0
2021-12-29,47543.74000000,48139.08000000,46096.99000000,46464.66000000,39498.87000000,2021-12-29,1873785571.27329660,1114074,19089.61910000,905969695.64253980,0
2021-12-30,46464.66000000,47900.00000000,45900.00000000,47120.87000000,30352.29569000,2021-12-30,1428755720.45320290,910157,14886.52375000,700792256.68831590,0
2021-12-31,47120.88000000,48548.26000000,45678.00000000,46216.93000000,34937.99796000,2021-12-31,1650715977.91851720,1059783,17315.54230000,818331688.00331310,0
2022-01-01,46216.93000000,47954.63000000,46208.37000000,47722.65000000,19604.46325000,2022-01-01,924155159.58348650,714899,9942.36679000,468738711.79010650,0
2022-01-02,47722.66000000,47990.00000000,46654.00000000,47286.18000000,18340.46040000,2022-01-02,866610995.56335820,709624,9166.46954000,433182392.28194660,0
2022-01-03,47286.18000000,47570.00000000,45696.00000000,46446.10000000,27662.07710000,2022-01-03,1292203508.32565490,885624,13524.76045000,631879430.11428000,0
2022-01-04,46446.10000000,47557.54000000,45500.00000000,45832.01000000,35491.41360000,2022-01-04,1649170424.12761340,1021815,17689.26808000,821725463.08080750,0
2022-01-05,45832.01000000,47070.00000000,42500.00000000,43451.13000000,51784.11857000,2022-01-05,2334288544.64544840,1478532,23552.99460000,1063287226.35714140,0
2022-01-06,43451.14000000,43816.00000000,42430.58000000,43082.31000000,38880.37305000,2022-01-06,1674466154.43833260,1150707,19268.82662000,829886561.82614530,0
2022-01-07,43082.30000000,43145.83000000,40610.00000000,41566.48000000,54836.50818000,2022-01-07,2293851015.46523690,1406635,26519.39261000,1109740200.23872120,0
2022-01-08,41566.48000000,42300.00000000,40501.00000000,41679.74000000,32952.73111000,2022-01-08,1367233494.82776660,1021908,16462.53747000,683155535.42153480,0
2022-01-09,41679.74000000,42786.70000000,41200.02000000,41864.62000000,22724.39426000,2022-01-09,952830064.51258490,752733,11399.78979000,478046850.27715200,0
2022-01-10,41864.62000000,42248.50000000,39650.00000000,41822.49000000,50729.17019000,2022-01-10,2088111339.50559650,1250983,24654.54811000,1015935553.40276520,0
2022-01-11,41822.49000000,43100.00000000,41268.93000000,42729.29000000,37296.43729000,2022-01-11,1574803608.96007870,1015526,18521.95391000,782176383.10109370,0
2022-01-12,42729.29000000,44322.00000000,42450.00000000,43902.66000000,33943.29280000,2022-01-12,1470906437.71207140,1023902,17584.31885000,762205618.81556500,0
2022-01-13,43902.65000000,44500.00000000,42311.22000000,42560.11000000,34910.87762000,2022-01-13,1515944525.49549480,1036234,17175.40587000,746075123.24411320,0
2022-01-14,42558.35000000,43448.78000000,41725.95000000,43059.96000000,32640.88292000,2022-01-14,1392000443.35016740,946938,15434.18945000,658472386.24324750,0
2022-01-15,43059.96000000,43800.00000000,42555.00000000,43084.29000000,21936.05616000,2022-01-15,946488263.54844810,752688,11133.18615000,480516487.18496790,0
2022-01-16,43084.29000000,43475.00000000,42581.79000000,43071.66000000,20602.35271000,2022-01-16,887203134.05314680,732171,10052.19291000,432899939.67386430,0
2022-01-17,43071.66000000,43176.18000000,41540.42000000,42201.62000000,27562.08613000,2022-01-17,1169381684.46684350,918029,13448.54192000,570690475.97282930,0
2022-01-18,42201.63000000,42691.00000000,41250.00000000,42352.12000000,29324.08257000,2022-01-18,1228459687.39944580,905061,14527.82371000,608578954.61712590,0
2022-01-19,42352.12000000,42559.13000000,41138.56000000,41660.01000000,31685.72159000,2022-01-19,1327478459.16022980,924528,15603.74304000,653807601.67250590,0
2022-01-20,41660.00000000,43505.00000000,40553.31000000,40680.91000000,42330.33953000,2022-01-20,1784801200.40448700,1098761,20201.47991000,852629490.27878640,0
2022-01-21,40680.92000000,41100.00000000,35440.45000000,36445.31000000,88860.89199900,2022-01-21,3405501703.22193692,2092561,41615.08581900,1595831787.70003189,0
2022-01-22,36445.31000000,36835.22000000,34008.00000000,35071.42000000,90471.33896100,2022-01-22,3207531048.03065140,2099978,42722.27823300,1514027491.32039380,0
2022-01-23,35071.42000000,36499.00000000,34601.01000000,36244.55000000,44279.52354000,2022-01-23,1572414639.04287740,1142407,22841.39451000,811501507.03630610,0
2022-01-24,36244.55000000,37550.00000000,32917.17000000,36660.35000000,91904.75321100,2022-01-24,3192041586.10318994,1999352,46469.27293800,1615890700.84249996,0
2022-01-25,36660.35000000,37545.14000000,35701.00000000,36958.32000000,49232.40183000,2022-01-25,1799224214.49973920,1248246,24988.42876000,913198135.60368310,0
2022-01-26,36958.32000000,38919.98000000,36234.63000000,36809.34000000,69830.16036000,2022-01-26,2627491976.69085740,1584468,35240.31542000,1326474948.46322410,0
2022-01-27,36807.24000000,37234.47000000,35507.01000000,37160.10000000,53020.87934000,2022-01-27,1925920128.34366030,1308408,26750.94594000,971815942.27075550,0
2022-01-28,37160.11000000,38000.00000000,36155.01000000,37716.56000000,42154.26956000,2022-01-28,1560203931.22012810,1061101,21496.47551000,795847847.51234220,0
2022-01-29,37716.57000000,38720.74000000,37268.44000000,38166.84000000,26129.49682000,2022-01-29,989652386.99664940,816601,13292.42156000,503624477.65945300,0
2022-01-30,38166.83000000,38359.26000000,37351.63000000,37881.76000000,21430.66527000,2022-01-30,812750216.60103190,698593,10798.38460000,409620744.01694440,0
2022-01-31,37881.75000000,38744.00000000,36632.61000000,38466.90000000,36855.24580000,2022-01-31,1386754529.02954460,936014,18422.26954000,693360023.33165190,0
2022-02-01,38466.90000000,39265.20000000,38000.00000000,38694.59000000,34574.44663000,2022-02-01,1334266166.70999890,917617,17730.99304000,684446571.17936590,0
2022-02-02,38694.59000000,38855.92000000,36586.95000000,36896.36000000,35794.68130000,2022-02-02,1353093948.97760130,907905,17251.43687000,652533107.69991750,0
2022-02-03,36896.37000000,37387.00000000,36250.00000000,37311.61000000,32081.10999000,2022-02-03,1179502838.65662640,848961,16468.10233000,605530493.58165880,0
2022-02-04,37311.98000000,41772.33000000,37026.73000000,41574.25000000,64703.95874000,2022-02-04,2526572562.05828510,1380724,33053.66668000,1291953441.55899960,0
2022-02-05,41571.70000000,41913.69000000,40843.01000000,41382.59000000,32532.34372000,2022-02-05,1349805515.93003650,1006352,16566.08602000,687352854.82541980,0
2022-02-06,41382.60000000,42656.00000000,41116.56000000,42380.87000000,22405.16704000,2022-02-06,934168802.88011520,788291,11546.39088000,481652514.37183210,0
2022-02-07,42380.87000000,44500.50000000,41645.85000000,43839.99000000,51060.62006000,2022-02-07,2204523609.90339610,1473274,25457.79986000,1099936959.03964570,0
2022-02-08,43839.99000000,45492.00000000,42666.00000000,44042.99000000,64880.29387000,2022-02-08,2847485971.49773380,1653350,33004.09337000,1448178622.46600310,0
2022-02-09,44043.00000000,44799.00000000,43117.92000000,44372.72000000,34428.16729000,2022-02-09,1512500139.14309950,1066395,17115.60108000,752210712.41184210,0
2022-02-10,44372.71000000,45821.00000000,43174.01000000,43495.44000000,62357.29091000,2022-02-10,2772188373.22278300,1541483,30323.12245000,1348871895.86772030,0
2022-02-11,43495.44000000,43920.00000000,41938.51000000,42373.73000000,44975.16870000,2022-02-11,1937866768.50595330,1169354,22063.76915000,950913914.02964280,0
2022-02-12,42373.73000000,43079.49000000,41688.88000000,42217.87000000,26556.85681000,2022-02-12,1123136004.72372450,830322,12814.60322000,542061655.42919370,0
2022-02-13,42217.87000000,42760.00000000,41870.00000000,42053.66000000,17732.08113000,2022-02-13,750533311.65295650,624898,8333.13302000,352741586.05972970,0
2022-02-14,42053.65000000,42842.40000000,41550.56000000,42535.94000000,34010.13060000,2022-02-14,1436927831.44458620,867622,16912.76672000,714598651.16597500,0
2022-02-15,42535.94000000,44751.40000000,42427.03000000,44544.86000000,38095.19576000,2022-02-15,1672855933.62565900,990694,19180.32434000,842363401.21284530,0
2022-02-16,44544.85000000,44549.97000000,43307.00000000,43873.56000000,28471.87270000,2022-02-16,1250973502.30184530,823745,14106.69537000,619773473.01658720,0
2022-02-17,43873.56000000,44164.71000000,40073.21000000,40515.70000000,47245.99494000,2022-02-17,1993400162.94806680,1067658,21468.60602000,906038209.78185840,0
2022-02-18,40515.71000000,40959.88000000,39450.00000000,39974.44000000,43845.92241000,2022-02-18,1765622365.95275610,1025882,20609.06764000,829953072.41395250,0
2022-02-19,39974.45000000,40444.32000000,39639.03000000,40079.17000000,18042.05510000,2022-02-19,721960636.06466920,586653,8374.97500000,335209843.63180300,0
2022-02-20,40079.17000000,40125.44000000,38000.00000000,38386.89000000,33439.29011000,2022-02-20,1293216601.45187960,811235,15338.25392000,592897166.44915830,0
2022-02-21,38386.89000000,39494.35000000,36800.00000000,37008.16000000,62347.68496000,2022-02-21,2382027320.86176070,1352290,30617.13558000,1170272316.27587730,0
2022-02-22,37008.16000000,38429.00000000,36350.00000000,38230.33000000,53785.94589000,2022-02-22,2010628230.75491760,1212527,27322.73575000,1021948126.92530640,0
2022-02-23,38230.33000000,39249.93000000,37036.79000000,37250.01000000,43560.73200000,2022-02-23,1665486687.23993710,1030872,21449.95580000,820639942.03183170,0
2022-02-24,37250.02000000,39843.00000000,34322.28000000,38327.21000000,120476.29458000,2022-02-24,4335107392.00948810,2622780,60103.13140000,2164376869.72610720,0
2022-02-25,38328.68000000,39683.53000000,38014.37000000,39219.17000000,56574.57125000,2022-02-25,2197889580.28266900,1408558,29904.01589000,1161436657.82962850,0
2022-02-26,39219.16000000,40348.45000000,38573.18000000,39116.72000000,29361.25680000,2022-02-26,1152621719.69438010,924257,14658.93596000,575852237.98081680,0
2022-02-27,39116.73000000,39855.70000000,37000.00000000,37699.07000000,46229.44719000,2022-02-27,1780512702.88640200,1265753,21789.25080000,840141690.32935450,0
2022-02-28,37699.08000000,44225.84000000,37450.17000000,43160.00000000,73945.63858000,2022-02-28,2975160226.16898520,1931087,38543.78078000,1553136662.00345820,0
2022-03-01,43160.00000000,44949.00000000,42809.98000000,44421.20000000,61743.09873000,2022-03-01,2701611023.69431990,1866871,30937.54085000,1353520463.00847440,0
2022-03-02,44421.20000000,45400.00000000,43334.09000000,43892.98000000,57782.65081000,2022-03-02,2550792948.28862420,1653131,28624.11310000,1264172354.04562620,0
2022-03-03,43892.99000000,44101.12000000,41832.28000000,42454.00000000,50940.61021000,2022-03-03,2192152097.92518790,1289320,24438.40113000,1051969942.21123210,0
2022-03-04,42454.00000000,42527.30000000,38550.00000000,39148.66000000,61964.68498000,2022-03-04,2527001270.71946910,1465066,29322.62323000,1196441375.29618270,0
2022-03-05,39148.65000000,39613.24000000,38407.59000000,39397.96000000,30363.13341000,2022-03-05,1187689935.08799350,879727,14846.61434000,580820200.94256520,0
2022-03-06,39397.97000000,39693.87000000,38088.57000000,38420.81000000,39677.26158000,2022-03-06,1542258009.62921880,986352,19055.16367000,740741244.89651720,0
2022-03-07,38420.80000000,39547.57000000,37155.00000000,37988.00000000,63994.11559000,2022-03-07,2449362161.70153860,1456041,31641.49735000,1211103666.76717830,0
2022-03-08,37988.01000000,39362.08000000,37867.65000000,38730.63000000,55583.06638000,2022-03-08,2149652714.80434550,1271128,27964.07361000,1081516303.59409020,0
2022-03-09,38730.63000000,42594.06000000,38656.45000000,41941.71000000,67392.58799000,2022-03-09,2797240840.96074690,1570230,34598.34753000,1435303843.98738530,0
2022-03-10,41941.70000000,42039.63000000,38539.73000000,39422.00000000,71962.93154000,2022-03-10,2854310740.80767330,1512655,33804.27456000,1340241708.00120280,0
2022-03-11,39422.01000000,40236.26000000,38223.60000000,38729.57000000,59018.76420000,2022-03-11,2305825015.60108560,1252571,29148.02045000,1139093538.35246420,0
2022-03-12,38729.57000000,39486.71000000,38660.52000000,38807.36000000,24034.36432000,2022-03-12,939663387.31498930,671733,11869.94851000,464113572.60856310,0
2022-03-13,38807.35000000,39310.00000000,37578.51000000,37777.34000000,32791.82359000,2022-03-13,1268441605.18668750,841844,15150.32067000,586406176.60099370,0
2022-03-14,37777.35000000,39947.12000000,37555.00000000,39671.37000000,46945.45375000,2022-03-14,1821922588.44720660,1114899,24146.76237000,937313460.62628630,0
2022-03-15,39671.37000000,39887.61000000,38098.33000000,39280.33000000,46015.54926000,2022-03-15,1796571984.45849700,1060517,22657.90532000,885084067.98573150,0
2022-03-16,39280.33000000,41718.00000000,38828.48000000,41114.00000000,88120.76167000,2022-03-16,3552563766.36553840,2051837,44119.65664000,1779529342.31891760,0
2022-03-17,41114.01000000,41478.82000000,40500.00000000,40917.90000000,37189.38087000,2022-03-17,1521083189.71086230,935784,18580.98075000,760015585.80298390,0
2022-03-18,40917.89000000,42325.02000000,40135.04000000,41757.51000000,45408.00969000,2022-03-18,1862337033.48472110,1065054,22374.92757000,918115615.04648450,0
2022-03-19,41757.51000000,42400.00000000,41499.29000000,42201.13000000,29067.18108000,2022-03-19,1216709156.44280540,801197,14463.06148000,605480703.88597740,0
2022-03-20,42201.13000000,42296.26000000,40911.00000000,41262.11000000,30653.33468000,2022-03-20,1273880705.25024960,799695,14636.72662000,608328201.79066880,0
2022-03-21,41262.11000000,41544.22000000,40467.94000000,41002.25000000,39426.24877000,2022-03-21,1618789548.06842130,947206,19079.42652000,783366152.12001520,0
2022-03-22,41002.26000000,43361.00000000,40875.51000000,42364.13000000,59454.94294000,2022-03-22,2525975507.80119990,1367343,30215.54785000,1283334795.32526190,0
2022-03-23,42364.13000000,43025.96000000,41751.47000000,42882.76000000,40828.87039000,2022-03-23,1725787170.58239640,916671,20211.34116000,854479820.53341520,0
2022-03-24,42882.76000000,44220.89000000,42560.46000000,43991.46000000,56195.12374000,2022-03-24,2436258223.62233810,1202541,27963.10189000,1212354441.13958370,0
2022-03-25,43991.46000000,45094.14000000,43579.00000000,44313.16000000,54614.43648000,2022-03-25,2421153187.66041230,1141588,27819.34765000,1233475690.36364220,0
2022-03-26,44313.16000000,44792.99000000,44071.97000000,44511.27000000,23041.61741000,2022-03-26,1022802857.60941000,693647,11422.59021000,507079959.20991110,0
2022-03-27,44511.27000000,46999.00000000,44421.46000000,46827.76000000,41874.91071000,2022-03-27,1907019662.34414990,1135096,21674.84642000,987241345.64629310,0
2022-03-28,46827.76000000,48189.84000000,46663.56000000,47122.21000000,58949.26140000,2022-03-28,2789898402.61657610,1498975,29097.75719000,1377280753.97272760,0
2022-03-29,47122.21000000,48096.47000000,46950.85000000,47434.80000000,36772.28457000,2022-03-29,1748600385.45023520,1095678,18192.37420000,865179145.17564560,0
2022-03-30,47434.79000000,47700.22000000,46445.42000000,47067.99000000,40947.20850000,2022-03-30,1932152559.88311230,1081607,20896.43399000,985946938.56827850,0
2022-03-31,47067.99000000,47600.00000000,45200.00000000,45510.34000000,48645.12667000,2022-03-31,2262485160.56858420,1290541,22879.47328000,1064278670.64261090,0
2022-04-01,45510.35000000,46720.09000000,44200.00000000,46283.49000000,56271.06474000,2022-04-01,2556532890.87031090,1372216,28041.37621000,1274359931.84053690,0
2022-04-02,46283.49000000,47213.00000000,45620.00000000,45811.00000000,37073.53582000,2022-04-02,1721690754.43939360,1056716,18562.93079000,862197811.56889240,0
2022-04-03,45810.99000000,47444.11000000,45530.92000000,46407.35000000,33394.67794000,2022-04-03,1550999693.05080480,966563,16740.18067000,777615974.81551770,0
2022-04-04,46407.36000000,46890.71000000,45118.00000000,46580.51000000,44641.87514000,2022-04-04,2053434523.86853890,1171998,21913.04154000,1008164276.04901840,0
2022-04-05,46580.50000000,47200.00000000,45353.81000000,45497.55000000,42192.74852000,2022-04-05,1951668192.92950980,1046080,20607.57735000,953494654.45992840,0
2022-04-06,45497.54000000,45507.14000000,43121.00000000,43170.47000000,60849.32936000,2022-04-06,2700644700.89039180,1471912,29467.28381000,1307725131.19462540,0
2022-04-07,43170.47000000,43900.99000000,42727.35000000,43444.19000000,37396.54156000,2022-04-07,1623879486.66003130,999816,18567.25999000,806358703.21566620,0
2022-04-08,43444.20000000,43970.62000000,42107.14000000,42252.01000000,42375.04203000,2022-04-08,1830699971.61131170,1108136,20530.56354000,887196762.49432090,0
2022-04-09,42252.02000000,42800.00000000,42125.48000000,42753.97000000,17891.66047000,2022-04-09,759274586.61377760,640230,8910.47179000,378158044.30397130,0
2022-04-10,42753.96000000,43410.30000000,41868.00000000,42158.85000000,22771.09403000,2022-04-10,971459737.50094040,678983,10952.24952000,467438845.42218350,0
2022-04-11,42158.85000000,42414.71000000,39200.00000000,39530.45000000,63560.44721000,2022-04-11,2602039073.01504450,1385924,30543.05561000,1251713135.50000790,0
2022-04-12,39530.45000000,40699.00000000,39254.63000000,40074.94000000,57751.01778000,2022-04-12,2309514071.59387300,1153667,28344.99788000,1133659106.65571090,0
2022-04-13,40074.95000000,41561.31000000,39588.54000000,41147.79000000,41342.27254000,2022-04-13,1677171454.09107910,948061,20522.54699000,832653378.51149360,0
2022-04-14,41147.78000000,41500.00000000,39551.94000000,39942.38000000,36807.01401000,2022-04-14,1494726286.01801020,803756,17787.82129000,722216571.85938900,0
2022-04-15,39942.37000000,40870.36000000,39766.40000000,40551.90000000,24026.35739000,2022-04-15,966888436.81625090,616536,11755.54439000,473100437.47337530,0
2022-04-16,40551.90000000,40709.35000000,39991.55000000,40378.71000000,15805.44718000,2022-04-16,638275503.91410850,423446,7642.38243000,308642382.87963840,0
2022-04-17,40378.70000000,40595.67000000,39546.17000000,39678.12000000,19988.49259000,2022-04-17,803414248.98369850,590241,9578.91533000,385124871.46651260,0
2022-04-18,39678.11000000,41116.73000000,38536.51000000,40801.13000000,54243.49575000,2022-04-18,2153574975.91313360,1157741,27097.19375000,1076513006.70581750,0
2022-04-19,40801.13000000,41760.00000000,40571.00000000,41493.18000000,35788.85843000,2022-04-19,1472363265.36218780,934526,17806.81506000,732539241.88967900,0
2022-04-20,41493.19000000,42199.00000000,40820.00000000,41358.19000000,40877.35041000,2022-04-20,1697039284.08530060,1063843,20007.29623000,830754792.62366230,0
2022-04-21,41358.19000000,42976.00000000,39751.00000000,40480.01000000,59316.27657000,2022-04-21,2476061417.88725770,1515456,29413.89548000,1228429890.95735430,0
2022-04-22,40480.01000000,40795.06000000,39177.00000000,39709.18000000,46664.01960000,2022-04-22,1870172362.40225000,1043471,23248.71242000,931654706.55319750,0
2022-04-23,39709.19000000,39980.00000000,39285.00000000,39441.60000000,20291.42375000,2022-04-23,804677022.90789710,724132,10217.20484000,405193110.94368160,0
2022-04-24,39441.61000000,39940.00000000,38929.62000000,39450.13000000,26703.61186000,2022-04-24,1056336243.01986090,868183,12639.70229000,500129939.07795730,0
2022-04-25,39450.12000000,40616.00000000,38200.00000000,40426.08000000,63037.12784000,2022-04-25,2470071005.24014250,1280351,31958.39557000,1252785476.60286050,0
2022-04-26,40426.08000000,40797.31000000,37702.26000000,38112.65000000,66650.25800000,2022-04-26,2615206861.83491330,1381618,31936.94220000,1253685872.44457550,0
2022-04-27,38112.64000000,39474.72000000,37881.31000000,39235.72000000,57083.12272000,2022-04-27,2218523642.42638700,1232083,28942.08915000,1124748467.70036320,0
2022-04-28,39235.72000000,40372.63000000,38881.43000000,39742.07000000,56086.67150000,2022-04-28,2223808385.80637570,1135242,28519.46629000,1130865428.79361840,0
2022-04-29,39742.06000000,39925.25000000,38175.00000000,38596.11000000,51453.65715000,2022-04-29,2006135662.85599920,1101140,24773.60543000,966125835.49613280,0
2022-04-30,38596.11000000,38795.38000000,37578.20000000,37630.80000000,35321.18989000,2022-04-30,1354900532.13351140,1017369,16523.43017000,634076437.18730890,0
2022-05-01,37630.80000000,38675.00000000,37386.38000000,38468.35000000,38812.24104000,2022-05-01,1478259271.91387300,1021157,19551.11747000,744825800.81439740,0
2022-05-02,38468.35000000,39167.34000000,38052.00000000,38525.16000000,53200.92628000,2022-05-02,2058450718.29632340,1053893,27276.29561000,1055369693.13392710,0
2022-05-03,38525.16000000,38651.51000000,37517.80000000,37728.95000000,40316.45358000,2022-05-03,1539320434.26472350,1005131,20002.76343000,764016892.67450520,0
2022-05-04,37728.95000000,40023.77000000,37670.00000000,39690.00000000,62574.61736000,2022-05-04,2438553987.45354350,1238847,32968.16942000,1284541284.60213790,0
2022-05-05,39690.00000000,39845.51000000,35571.90000000,36552.97000000,88722.43355000,2022-05-05,3329684235.96395180,1979692,41786.44096000,1568954443.58516280,0
2022-05-06,36552.97000000,36675.63000000,35258.00000000,36013.77000000,68437.80187000,2022-05-06,2466507512.18202880,1214518,34536.42346000,1245062436.83763490,0
2022-05-07,36013.77000000,36146.30000000,34785.00000000,35472.39000000,34281.70682000,2022-05-07,1222539413.64009840,746488,15385.18829000,548855038.23563790,0
2022-05-08,35472.40000000,35514.22000000,33713.95000000,34038.40000000,72445.64344000,2022-05-08,2498365159.99458080,1301451,32350.03935000,1115547715.91452730,0
2022-05-09,34038.39000000,34243.15000000,30033.33000000,30076.31000000,191876.92642800,2022-05-09,6166367111.27572469,2564538,86538.96256900,2781053306.47254561,0
2022-05-10,30074.23000000,32658.99000000,29730.40000000,31017.10000000,165532.00311000,2022-05-10,5179856929.47992947,2470325,73691.19610600,2307177624.54194415,0
2022-05-11,31017.11000000,32162.59000000,27785.00000000,29103.94000000,207063.73927800,2022-05-11,6300295994.55313893,3559270,99622.11747500,3036296142.09820864,0
2022-05-12,29103.94000000,30243.00000000,26700.00000000,29029.75000000,204507.26313800,2022-05-12,5795451310.94557822,3951233,101465.27825700,2877462252.21222825,0
2022-05-13,29029.74000000,31083.37000000,28751.67000000,29287.05000000,97872.36957000,2022-05-13,2956855804.85611210,2051900,48827.72764000,1475641181.96274990,0
2022-05-14,29287.05000000,30343.27000000,28630.00000000,30086.74000000,51095.87863000,2022-05-14,1501483453.50089050,1204626,25908.17135000,761545954.19045650,0
2022-05-15,30086.74000000,31460.00000000,29480.00000000,31328.89000000,46275.66912000,2022-05-15,1401499926.23041760,1016769,24163.36200000,732332763.60944860,0
2022-05-16,31328.89000000,31328.90000000,29087.04000000,29874.01000000,73082.19658000,2022-05-16,2185567735.68206220,1561954,36284.05379000,1085179422.72193680,0
2022-05-17,29874.01000000,30788.37000000,29450.38000000,30444.93000000,56724.13307000,2022-05-17,1715109131.08020630,1175382,28600.36238000,865031716.54042880,0
2022-05-18,30444.93000000,30709.99000000,28654.47000000,28715.32000000,59749.15799000,2022-05-18,1762843836.12693780,1379212,29501.76769000,870623227.20705700,0
2022-05-19,28715.33000000,30545.18000000,28691.38000000,30319.23000000,67877.36415000,2022-05-19,2014360135.78527210,1860780,35339.65787000,1049163442.90203710,0
2022-05-20,30319.22000000,30777.33000000,28730.00000000,29201.01000000,60517.25325000,2022-05-20,1800589029.27087810,1694004,30890.40127000,919467696.61815910,0
2022-05-21,29201.01000000,29656.18000000,28947.28000000,29445.06000000,20987.13124000,2022-05-21,616194663.97921110,643486,10558.92886000,310046148.80258760,0
2022-05-22,29445.07000000,30487.99000000,29255.11000000,30293.94000000,36158.98748000,2022-05-22,1082530816.01624980,862880,18538.10071000,555044195.79738030,0
2022-05-23,30293.93000000,30670.51000000,28866.35000000,29109.15000000,63901.49932000,2022-05-23,1914305818.07451870,1328317,30476.66811000,913813980.95331840,0
2022-05-24,29109.14000000,29845.86000000,28669.00000000,29654.58000000,59442.96036000,2022-05-24,1740257602.30676980,946421,29480.07674000,863516681.51292810,0
2022-05-25,29654.58000000,30223.74000000,29294.21000000,29542.15000000,59537.38659000,2022-05-25,1771708175.07189140,985440,28846.96589000,858587338.50383790,0
